Received from:,Description of problem,Requires further investigation to resolve?,Sent staff to room?
WW 126,network connection not available,0,0
SS 2106,"buzzed in about returning slide clicker, now that term is over

we don't provide slide clickers",0,0
HS 610,"tried logging into station, got ""admin 12345678""",0,0
OI 4420,"noticed it was offline in fusion, waited until class changeover at 14:00",0,0
MY 330,"""the login screen won't let me type what i want, and i can't delete it from the field""",1,0
UC A101,student monitors not displaying,0,0
UC A101,audio from room pc not playing through speakers. podium mic works fine. crestron is on audio output of room pc.,0,1
AB 107,log in,0,0
UC A101,called back to say she's testing using ipad through podium mic,1,1
HS 614,screen just went dead,0,0
PB B150,showing as disconnected in fusion,0,0
SS 2108,projector turned off,0,0
BA 1200,"wireless keyboard issue, light staying on briefly then turning off",0,1
OI 5260,wasn't projecting,0,1
SS 1086,couldn't get image up - same device he's used in same room other times (mac),1,1
BL 113,sound wasn't playing,0,0
MY 150,hdmi's aren't working for their ipad,0,1
HA 410,needed to log out,0,0
SS 2125,nothing displaying or working,0,0
OI 8200,disconnected from all talkmaster tools. station probably just unplugged,0,1
PB B250,"powerpoint on room pc is opening presentation, but appears to be minimized. can't get it to display",1,0
BL 325,"everything ok, just impatient for it to warm up",0,0
BA 2165,we're good,0,0
MY 315,"no image, not sure what cable he is using",0,1
BF 214,jr. needed to be enabled. user can't find hdmi cable & says he doesn't understand,0,1
MY 360B,"students doing presentations, they're having trouble gettin their image up",0,0
UC A101,"aisha bentham calling in. could 10am class leave their stuff in the room, have it locked behind them around 10:15, and return to have it unlocked at arounding around 10:15, returning at 12:00.",0,0
BF 215,giving admin 12345678,0,0
AH 100,"lights are off, he's trying to figure out how to turn them on.",0,0
AH 100,"calling back to say he was able to figure out the lights, thanking us for help",0,0
BA 1200,"hvac air filter - there's one that's running right beside the teaching station. it's so loud, makes it difficult for guest speaker to help",0,0
MY 360B,"image not coming up, it usually works",0,0
MY 350,could not get image on screen,0,0
BA 2155,screen for crestron was not powered on,0,1
OI 7192,login request,0,0
UC 53,could not get image on tv,0,1
MS 3153,"""help came before""",0,0
OI 8280,can you turn on projector please?,0,0
HS 705,"""can you turn on the machine, please""",1,0
OI 8200,activate station,0,0
MP 203,mouse dead in room,0,1
SS 2125,can't get audio from video up onto the in-room speakers,0,0
GB 220,log in request,0,0
BA 1180,"can't get image up from his ipad

it's worked for him before, but he's had trouble

image not getting up via the in-room anker adapter, or the dell adapter he brought himsef",1,1
BA 2159,log in request,0,0
SS 2120,"image is cutting in & out, mac laptop, unplug & replug didn't work",0,1
WO 30 ,could not see image on screen,0,0
UC 256,could not get projector on,0,1
OI 8200,login request,0,0
MS 3153,prof can't get mic to work,0,1
OI 5230,login request,0,0
MY 480,"""sorry we don't need anything""",0,0
LM 157,projector not turning on,1,0
OI 4426,needed their podium reset,0,0
OI 8201,power on,0,0
MY 350,can't get an image ,0,1
GB 303,power on request,0,0
OI G162,av request was not booked let them know there could be a charge for it,0,0
BA 2139,"tried to tell me i had their room # wrong, i explained i was pretty sure",0,0
BA 2135,"phd defense, walked them through how to use the gear in room for 10 mins",0,0
KP 113,having trouble getting image up,0,0
BA 2175,"can't get an image up from the room pc

he says the room pc is on, the light is flashing. but he can't get the desktop to appear, despite trying both the keyboard & mouse

it wasn't appearing on touchscreen preview, so we tried sending to projector. but he says it's not showing up on the big screen either",0,1
SS 1070,"projector not coming on. tried disabling & re-enabling, no change.",1,1
GB 304,remote login request,0,0
BA 1170,"""oh hi sorry i dropped my phone on the button""",0,0
MS 2172,"no image, despite being sent to projector.",0,0
BA 2195,"hello, can you log me in please?",0,0
GB 304,login,0,0
GB 303,"""the internet isn't working.... oh wait, now it is""",0,0
BA B025,"""how do i turn the projector on?"" tried pressing button, that didn't work",0,0
NF 003,"""it's totally cool, just looking in the room""",0,0
MY 430,"can't get image up for student presentation

room pc image can send to tvs, instructor says it was working with their laptop, but not working with student macbook.

tried the doc cam cable, that didn't work for them.",0,0
MB 128,"complaining the touchscreen login is stuck on ""jjjjjjjjjjjjjjjjjjj""",1,0
UC 161,"""i'm very sorry, i just randomly click it""",0,0
MS 3154,not projecting,0,1
OI 5270,asked for display to be turned on,1,0
MY 490,asked for station to be powered on,0,0
MY 490,"used doc cam hdmi, switched sources for them remotely",0,0
GB 244,source was not sending. switched sources to room pc and back to hdmi and that solved it,0,0
BA 1200,wireless mic was not working,0,0
MB 128,need batteries for microphone,0,1
BA 1210,screen would not turn on ,0,1
WI 1016,called to activate station to use mics for exam booking,0,0
MS 2170,batteries needed for wireless lav. ,0,1
BA 1180,called for batteries,0,1
GB 248,monitor not turning on,0,1
BA 1190,battery replacement for wireless mic,0,1
BA 1170,could not get laptop to project,0,0
BA 1180,monitor shut off asked for a tech to help,0,1
MP 137,front projector not turning on ,0,0
HS 614,"""is there a computer in here",0,0
BA 1240,could not type utor id on screen,1,0
UC 179,needed help getting set up ,0,1
MP 202,asked to use podium mics,0,0
PB B250,asked to be logged in to use room pc,0,0
SF 1105,crestron screen was turned off,0,0
WE 75,noticed room was offline in fusion,0,0
MY 490,needed help logging in,0,0
OI 2214,called asking for tech2u pc,0,1
OI 2214,jr. station randomly shut off duting class. was not a building power issue,0,0
OI 8170,jr. station was powered off,0,0
MY 490,needed help logging in,0,0
MY 150,needed help connecting te ipad to the station,0,1
BA 2159,could not get projector turned on ,0,1
ES 1050,figured out how to connect his compuer on his own while i answered,0,0
BA 2185,could not find the keyboard that belongs to the podium,0,1
BA 1130,using the last set of batteries,0,1
BA B024,needed help getting set up asked for a co pilot,0,1
BA 1200,overnight call,0,0
MY 430,two of the monitors in the room were not displaying an image,0,1
HS 715,asking for for tech2u delivery,0,1
MS 4171,resolution issue,0,1
GB 248,crestron screen frozen,0,1
BA 1180,crestron screen was off,0,0
WB 119,login request,0,0
BA B024,didn't know how to start up the room pc,0,0
GB 303,login request,0,0
BA 1180,crestron screen stuck on black,0,1
BR 200,login request,0,0
BA 2159,room is offline ,1,1
WI 1016,login request,0,0
BA 2185,login request,0,0
MY 150,prof needed help setting up ,0,1
BA 1160,waiting for mic's,0,1
MY 490,login request,0,0
MY 350,login request,0,1
GB 248,needed to get projector down,0,0
HS 106,needed help getting ppt off usb onto desktop ,0,0
MY 370,tvs were out,0,1
WB 116,room pc not responding,0,1
MS 4171,no output via hdmi,0,1
LM 158,they had booked a co-pilot for 10am,0,1
MP 203,was trying to use the keyboard to login to the station....,0,0
MY 490,hdmi was not giving output.,0,1
MS 3153,wanted to know how to mute screens,0,1
MY 360,login request,0,0
GB 220,touchscreen is frozen,0,0
MY 320,need hdmi cable to connect the tv's in the room ,0,0
BA 1190,login request,0,0
MS 3153,needed help raising the volume of the podium mic,0,1
UC 256,fixed it themselves,0,0
WW 126,wanted the desktop pc in presenter mode,0,0
WB 119,failsafe login wouldnt work,0,0
WI 1017,fixed it themselves,0,0
MY 317,login request,0,0
MY 490,called asking if they can request logins for all the teaching stations that were booked for presentations on tuesday april 18th.,0,0
SS 2127,called asking about air conditioner control,0,0
MS 2172,asked to be logged in ,0,0
OI 5170,asked to be logged in ,0,0
MY 330,could not get door open ,0,0
FE 135,login request,0,0
MY 350,login request,0,0
MS 2158,login request,0,0
MY 315,login request,0,0
BA 1190,login request,0,0
MY 315,wanted to know how to get laptop into extended display,0,0
BA 2175,after hours call,0,0
MS 2173,sound not working ,0,0
MY 350,unable to display on screen,0,0
MY 370,login request,0,0
MY 360,login request,0,0
MY 360,login request,0,0
MY 360,login request,0,0
MY 380,login request,0,0
MY 330,login request,0,0
ES 1050 ,unable to login ,0,0
RW 117,login request,0,0
MY 440,screen is acting up,1,1
MY 315,tv's in the room are not plugged in ,0,1
OI C154 ,co testing ,0,0
MP 203,login request and needed help sending roompc to front projector for an exam,1,0
BA 2165,login request for exams,0,0
MY 490,laptop was not sending to the screens in the room,0,0
MS 3154,having issues with understand how ts works,0,1
WB 116,login request and help with roompc for an exam.,0,0
BA 1160,room temperature,0,0
GB 220,login request and touchscreen not working,1,1
MS 3278,help getting set up ,0,1
HS 614,help setting up computer,0,0
HS 790,unable to power on ,0,0
HS 715,display not working ,0,0
MY 150,unable to send display to screen ,0,0
MS 4279,unable to power on ,0,0
OI 5160,unable to power on ,0,0
HS 618,screen in room timed out and shut off,0,0
HS 696,screen in room timed out and shut off,0,0
GB 303,loud noise in the room ,0,1
MY 150,login request for an exam to project a clock on the screens,0,0
BR 200,login request for an exam,0,0
HS 614,screen in room timed out and shut off,0,0
MC 252,no answer,0,0
WI 1016,no answer,0,0
GB 304,called the emergency line upstairs as the instructor did not want to use the intercom during an exam. the pc was not working,0,1
SS 2102,ian s and nick were testing to see if the lens shift options can be controlled remotely,0,0
WW 120,could not get screens to display room pc,0,1
OI 8200,login request,0,0
OI 5250,login request,0,0
GB 303,login request,0,0
OI 5250,projector not showing image,0,0
BA 2159,login request,0,1
MS 3278,login request,0,0
MY 150,needed help with a exam timer,0,1
BA 2159,jrts not turning on from fusion or xpanel,0,1
MS 4171,turn on jrts,0,0
MB 128,login request,0,0
BA 2159,power down station,0,0
SS 1078,login request,0,0
BR 200,login request,0,0
BL 325,testing by co,0,0
BA B026,login request,0,0
BA 2139,login request,0,0
MY 150,login request,0,0
KP 108,needed help bringing down the projector screen,0,0
MY 420,source settings needed to be switched to doc cam to project laptop,0,0
HS 100,jr station activation and possible broken dongle,1,1
MS 4171,jr station activation,0,0
OI 5170,login request,0,0
HS 106,called asking how to unmute podium mic,0,0
SS 1069,login request,0,0
AH 400,called asking for an hdmi to usb-c adapter,0,1
MY 420,only one screen in the teal room was working.,0,1
BA 2165,crestron screen was off and not responding,0,0
ES 1050,asked for podium mic,0,0
MY 315,wanted to use room pc - not turned on,0,0
BA 2185,no keyboard or mouse in room,0,0
SS 1069,saw the button pressed it but not an emergency,0,0
MY 430,called about a noise coming through the speakers,0,1
BA 2165,log in wasn't working can we log them on,0,0
MS 3154,screen not projecting,0,1
BA 1160,overnight call,0,0
MY 150,login request,0,0
BA 2139,needed help connecting device to the projector (first time doing so),0,1
SK 346,called for jr station activation,0,0
SK 218,called for jr station activation,0,0
SS 1069,called specifically asking for nick,0,0
MS 4171,called for jr station activation,0,0
PB 850,login request,0,0
OI 4410,kyle called to get the station activated,0,0
OI 4416,victor called to test,0,0
BA 2139,wanted to return a charger she borrowed,0,1
GB 304,there was a glitch on the touchscreen preventing them fom signing out of the station,1,0
HS 696,login request,0,0
WI 1017,login request,0,0
BR 200,login request,0,0
WB 119,could not get room pc to display,0,1
MY 150,called looking to have the a/c adjusted in the room,0,0
OI 5170,login request,0,0
OI 3311,kyle called to get the station activated,0,0
OI 2212,wanted to get help understanding the room for their event this week,0,1
OI 2214,login request,0,0
MY 150,called looking to have the a/c adjusted in the room,0,0
OI 11200,login request,0,0
UC 144,wanted the screen down,0,0
SK 548,mic batteries died,0,1
SF 3202,login request,0,0
BA 2159,login request,0,1
HS 106,asked for the door of the room to be unlocked,0,0
SS 2127,login request,0,0
UC 144,unable to get the screen down ,0,1
OI 5170,issues with the ppt ,0,1
MY 430,login request,0,0
UC 144,login request,0,0
SS 2127,projector not working ,0,0
HS 100,login request,0,0
BA 2179,jr station activation request,0,0
SK 418,login request,0,0
SK 548,login request,0,0
MY 350,help setting up timer,0,1
OI 5150,crestron screen not working ,1,0
MS 4279,jr station activation,0,0
SS 1071,login request,0,0
UC 144,jr station activation,0,0
UC 163,login request,0,0
MS 4279,hdmi issue,1,1
SS 1073,login request,0,0
BA B024,touchcreen is black and not responding,0,0
HS 100 ,login request,0,0
MS 4171,login request,0,0
OI 5160,kyle was on-site and called for the jr station activation,0,0
MS 4279,projector turned off by its own,0,0
MS 2173,login request,0,0
SS 2127,projector turned off on its own but the system on my end showed it being powered on.,0,1
SS 2108,login request,0,0
SS 2125,jr station activation,0,0
HS 100 ,login request,0,0
OI 8200,login request,0,0
BR 200,login request,0,0
MY 150,looking for mic volume,0,0
OI 2212,co testing,0,0
AB 107,jr station activation,0,0
MS 4279,login request,0,0
GB 304,login request,0,0
OI 2212,audio setting issue. they could not get their laptop's sound to come through the room speakers,0,0
BA B025,login request,0,0
BA 2179,login request,0,0
BA B026,jr station activation,0,0
OI 5150,instructor visiting room to prepare for next week's classes,0,0
BA 2165,after hours call,0,0
OI 2212,not able to activate this room for a 9am event remotely in any way. kyle called after i had sent him to activate the station for me. old dmps in this room so there is no xpanel as well,0,1
